244072	1
86048	1
26404	1
24637	1
20740	1
17529	1
15575	1
13146	1
11214	1
7921	1
7849	1
7676	1
7485	1
6937	1
6892	1
6601	1
6282	1
6122	1
6033	1
6031	1
5922	1
5539	1
5518	1
5073	1
5029	1
4973	1
4914	1
4683	1
4423	1
4414	1
4360	1
4252	1
4097	1
4030	1
3892	1
3842	1
3788	1
3619	1
3610	1
3599	1
3484	1
3408	1
3389	1
3374	1
3269	1
3234	1
3152	1
2926	1
2916	1
2764	1
2637	1
2400	1
2397	1
2343	1
2332	1
2318	1
2302	1
2226	1
2212	1
2200	1
2107	1
2076	1
2061	1
2045	1
2034	1
2013	1
1992	1
1944	1
1942	1
1902	1
1895	1
1843	1
1818	1
1811	1
1800	1
1777	1
1755	1
1696	1
1673	1
1642	1
1578	1
1575	1
1470	1
1456	1
1455	1
1449	1
1385	1
1358	1
1358	1
1331	1
1308	1
1137	1
1126	1
1124	1
1113	1
1072	1
970	1
951	1
937	1
816	1
